Date,Time,Location,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities_Passangers,Fatalities Crew,Ground,Summary,Year
2003-06-25,13:00,"Near Rudshour, Iran",Military - Islamic Republic of Iran Air Force,,,Lockheed C-130 Hercules,,,7,0,7,7,0,7,0,Nose dived into the ground shortly after takeoff near the Shur River.,2003
2003-06-30,10:50,"Blida, Algeria",Military - Algerian Air Force,,Training,Lockheed C-130H Hercules,7T-WHQ,4926,4,0,4,4,0,4,11,"The military plane crashed into houses in the Beni Mered neighborhood, west of the Algerian capital, shortly after takeoff from the Boufarik military airport, 25 miles southwest of the capital. Witnesses reported seeing an engine on fire prior to the crash.",2003
2003-08-04,06:39,"Groton, Connecticut",Jet Pro,,Farmingdale - Groton,Gates Learjet 35A,N135PT,35A-509,2,0,2,2,0,2,0,"During a positioning flight the jet crashed into several houses before ending up in a river. The first officer's inadvertent retraction of the flaps during the low altitude maneuvering, which resulted in the inadvertent stall and subsequent in-flight collision with a residential home. Factors in the accident were the captain's decision to perform a low altitude maneuver using excessive bank angle, the flight crews inadequate coordination, and low clouds surrounding the airport.",2003
2003-08-08,09:32,"Tocomita, Venezuela",Servicios Aeronauticos Sucre (SASCA),,Porlamar - Canaima,Cessna 208B Grand Caravan,YV-1069C,208B-0713,16,14,2,1,0,1,0,The pilot decided to divert to Tocomita after experiencing engine problems but crashed into trees 100 meters short of the runway.,2003
2003-08-26,15:38,"Off Hyannis, Massachusetts",US Airways Express,9446,,Beechcraft 1900D,N240CJ,24637,2,0,2,2,0,2,0,"Shortly after taking off the pilot declared an emergency but the aircraft crashed into Nantucket Sound before he could land. The improper replacement of the forward elevator trim cable, and subsequent inadequate functional check of the maintenance performed, which resulted in a reversal of the elevator trim system and a loss of control in-flight. Factors were the flightcrew's failure to follow the checklist procedures, and the aircraft manufacturer's erroneous depiction of the elevator trim drum in the maintenance manual.",2003
2003-09-19,20:00,"Near La Quemada, Mexico",Military - Mexican Air Force,,Mexicali - Santa Lucia,Lockheed C-130A Hercules,3603,3025,6,0,6,6,0,6,0,Crashed while en route,2003
2003-09-19,17:10,"Del Rio, Texas",Ameristar Jet Charter,982,El Paso - Del Rio,Learjet 25B,N666TW,25-116,2,0,2,1,0,1,0,"After touching down the aircraft did not brake correctly and overran the runway, crashed into a cemetery and burst into flames. The pilot's misjudged distance and speed during the approach to landing, and his failure to obtain the proper touchdown point resulting in an overrun. A contributing factor was the pilot's failure to abort the landing.",2003
2003-10-03,21:25,"Off Waikanae, New Zealand",Air Freight New Zealand,642,Christchurch - Palmerston North,Convair CV-580F,ZK-KFU,017,2,0,2,2,0,2,0,"While at crusing altitude, one hour after taking off, the aircraft suddenly exploded in midair for unknown reasons.",2003
2003-10-11,16:00,"Uriman, Venezuela",Transmandu,,,Antonov AN-2TP,YV-1128C,1G238-12,2,0,2,1,0,1,0,Crashed into the Caroni River shortly after taking off.,2003
2003-10-26,04:31,"Buenos Aires, Argentina",CATA Linea Aerea,760,,Fairchild Hiller FH-227B,LV-MGV,567,5,0,5,5,0,5,0,Three minutes after taking off from Buenos Aires Airport the crew reported a technical problem and asked to turn around. They were cleared to land on Runway 17 but crashed 30 km southwest of Buenos Aires.,2003
2003-10-27,08:08,"Tampico, Mexico",Aeroextra,,Tampico - Las Potrancas Ranch Airstrip,Hawker 800A,XA-ISH,258036,3,0,3,3,0,3,0,"While on approach on a positioning flight,  in poor weather, the crew decided to go-around turned left and struck a 1,600 ft. hill.",2003
2003-10-29,08:51,"Cody, Wyoming",FedEx,8773,Casper - Cody,Cessna 208B Caravan I Super Cargomaster,N791FE,208-0289,1,0,1,1,0,1,0,"While on approach after an 18 minute holding pattern the cargo plane crashed in a snowstorm on a highway  before coming to rest in Alkali Lake located short of runway. The pilot's failure to maintain aircraft control. Contributing factors include the pilot's failure to divert to an alternate airport, an inadvertent stall, and the snow and icing conditions.",2003
2003-11-29,08:01,"Spokane, Washington",Ameriflight,1996,Seattle - Spokane,Swearingen SA227AT Merlin IVC,N439AF,AT-439B,1,0,1,1,0,1,0,"The cargo plane struck trees one mile short of the runway. The pilot-in-command's failure to maintain proper glidepath alignment during an ILS approach in poor weather resulting in collision with trees and terrain. Contributing factors were the unreliable status of the primary (NAV 1) ILS receiver (leaving the pilot with only the secondary (NAV 2) ILS receiver), the low ceilings and trees.",2003
2003-12-18,22:00,"Mitu, Colombia",Líneas Aéreas Suramericanas,,El Yopal - Mitu,Douglas DC-9-15F,HK-4246X,47062,3,0,3,3,0,3,0,"While on approach to , the cargo plane obtained the authorization to descend from 23,000 to 7,000 ft. but  disappeared from radar screen when it struck a mountain. Wreckage was found 5 days later.",2003
2003-12-23,09:13,"Helendale, California",Pavair,,"Chino,CA - Sun Valley, ID",Gates Learjet 24B,N600XJ,24B-190,2,0,2,2,0,2,0,"While en route and cruising at 24,000 ft. the crew of the cargo plane declared an emergency and tried to return to Chino Airport but the aircraft suddenly nose dived and crashed into the Mojave Desert. A loss of airplane control for undetermined reasons.",2003
2004-03-04,09:40,"Bakou, Azerbaijan 	 Bakou, Azerbaijan",Azov Avia Airlines,,Ankara - Baku - Kabul,Ilyushin II-76,UR-ZVA,0063468036,7,0,7,3,0,3,0,"Shortly after taking off and climbing to about 150 feet, the aircraft pitch down and crashed into a field 4 km from the airport.",2004
2004-05-11,,"Dalang, Sudan",El Magal Aviation,,Khartoum - Juba - El Obeid,Antonov AN-12,ST-SIG,1400101,7,0,7,7,0,7,0,While flying in a thunderstorm the plane hit the side of a mountain. One survivor died a few hours after the accident.,2004
2004-05-18,10:50,"Urumqi, China",AZAL Cargo Company,,Taiyuan - Urumqi - Baku,Ilyushin II-76TD,4K-AZ27,0053460827,7,0,7,7,0,7,0,"About two minutes after takeoff and  while climbing, the aircraft stalled and crashed in a field 10 km from the  airport.",2004
2004-05-23,07:30,"Mwingi, Kenya",Blue Bird Aviation,,Nairobi - Mogadiscio,Let 410UVP,5Y-VVD,872009,2,0,2,2,0,2,0,While en route the cargo plane collided with another Let 410 of the same operator. The first aircraft crashed killing both pilots while the second  made a safe landing.,2004
2004-05-25,13:56,"Near Lukla, Nepal",Yeti Airlines,117,Katmandou - Lukla,de Havilland DHC-6 Twin Otter 300,9N-AFD,651,3,0,3,3,0,3,0,"While on approach to Lukla, the cargo plane crashed into Lamjura Hill in heavy cloud cover. Hazardous behavior and attitudes of the captain such as over-confidence, being care-free, and non-compliance of the regulations caused the accident.",2004
2004-07-12,07:15,"Off Beef Island, British Virgin Islands",Dodita Air Cargo,,San Juan - Saint Martten,Convair CV-440,N4826C,391,2,0,2,1,0,1,0,"While en route the cargo plane experienced a fire in the right engine which led to a ditching of the plane. The plane sank in 1,000 ft. of water the copilot was rescued but the captain was never found.",2004
2004-07-29,10:30,"Ononge, Papua New Guinea",Airlines of PNG,,Port Moresby - Ononge,de Havilland DHC-6 Twin Otter 300,P2-MBA,353,3,0,3,2,0,2,0,The cargo plane diverted to Yongai airport because of bad weather but collided with trees and crashed.The loadmaster was rescued a day later.,2004
2004-08-13,00:50,"Cincinnati, Ohio",Air Taroma,185,Memphis - Cincinnati,Convair CV-580,N586P,68,2,0,2,1,0,1,0,"While on approach at night,, the crew reported engine trouble. Shortly after the aircraft crashed on a golf course short of Runway 36R. Fuel starvation resulting from the captain's decision not to follow approved fuel crossfeed procedures. Contributing to the accident were the captain's inadequate preflight planning, his subsequent distraction during the flight, and contributing to the accident was the flightcrew's failure to monitor the fuel gauges and to recognize that the airplane's changing handling characteristics were caused by a fuel imbalance.",2004
2004-09-09,06:50,"Villahermosa, Mexico",Jett Paqueteria SA,,Mexico City - Villahermosa,Rockwell CT-39A Sabreliner,XA-TFD,265-10,2,0,2,2,0,2,0,On final approach the cargo flight crashed in a wooded area 3 km from the runway and was destroyed.,2004
2004-09-29,18:59,"Tortuguero lagoon, Puerto Rico",Air Flamence,,Mayaguez - San Juan,Pilatus-Britten Norman BN-2A-27 Islander,N902GD,905,1,0,1,1,0,1,0,"The cargo plane hit a heavy rain shower before losing control and crashing into Toruuguero lagoon. The pilot's improper inflight planning which resulted in an inflight encounter with weather (low ceilings and thunderstorms), his loss of aircraft control, and an inflight collision with the ocean during uncontrolled descent.",2004
2004-10-05,12:37,"Kaduqli, Sudan",Sarit Airlines,,El Obeid - Juba,Antonov AN-12,ST-SAF,00347606,4,0,4,4,0,4,0,The cargo plane reported an engine failure and tried to divert to the nearest airport but crashed and burned in a wooded area about 50 km from Kaduqli.,2004
2004-10-14,03:56,"Halifax, Nova Scotia, Canada",MK Airlines,1602,"Windsor Locks - Halifax - Zaragoza, Spain",Boeing 747-244B-SF,9G-MKJ,22170,7,0,7,7,0,7,0,"The cargo plane did not gain altitude and ran off the end of the runway and crashed into a forest. The aircraft's lower aft fuselage struck a berm supporting a localizer antenna, resulting in the tail separating from the aircraft, rendering the aircraft uncontrollable. The incorrect V speeds and thrust setting were too low to enable the aircraft to take off safely for the actual weight of the aircraft. The pilots of MKA1602 did not carry out the gross error check in accordance with the company's standard operating procedures (SOPs), and the incorrect take-off performance data were not detected. Crew fatigue.",2004
2004-10-14,22:15,"Jefferson City, Missouri",Pinnacle Airlines/Northwest Airlink,3701,Little Rock - Minneapolis,Canadair CRJ200LR RegionalJet,N8396A,10161,2,0,2,2,0,2,0,"On a night repositioning flight, while en route, the stick shaker activated several times before the plane entered a aerodynamic stall. Almost simultaneously both engines stopped. The crew declared an emergency but the plane did not make the airport, crashed and broke up. PC:  The pilots' unprofessional behavior, deviation from standard operating procedures, and poor airmanship, which resulted in an in-flight emergency from which they were unable to recover, in part because of the pilots' inadequate training The pilots' failure to prepare for an emergency landing in a timely manner, including communicating with air traffic controllers immediately after the emergency about the loss of both engines and the availability of landing sites and the pilots' failure to achieve and maintain the target airspeed in the double engine failure checklist, which caused the engine cores to stop rotating and resulted in the core lock engine condition. Contributing to this accident was the engine core lock condition, which prevented at least one engine from being restarted, and the airplane flight manuals that did not communicate to pilots the importance of maintaining a minimum airspeed to keep the engine cores rotating.",2004
2004-10-15,07:46,"Near Medellin, Colombia",Aerovanguardia,,Villavicencio - Medellin,Douglas DC-3C,HK-1503,34331,3,0,3,3,0,3,0,"During descent in poor weather, the cargo plane struck a mountain near the airport.",2004
2004-10-16,15:00,"Coron Island, Philippines",Pacific Air,,Coron Island - Manila,Pilatus Britten-Norman BN-2A-21 Islander,RP-C1325,593,2,0,2,2,0,2,0,"A few minutes after takeoff, the cargo plane struck the side Tagbao mountain a few  kilometers from the airport.",2004
2004-11-22,06:15,"Houston, Texas",Business Jet Services,,Dallas - Houston,Grumman Gulfstream G3,N85VT,449,3,0,3,3,0,3,0,"While on final approach, the aircraft struck a light pole located 1.5 mile short of Runway 04 in thick fog and crashed in a nearby field. The flight crew's failure to adequately monitor and cross check the flight instruments during the approach. Contributing to the accident was the flight crew's failure to select the instrument landing system frequency in a timely manner and to adhere to approved company approach procedures, including the stabilized approach criteria.",2004
2004-12-11,,"Near Jeddah, Saudi Arabia",Airline Transport,,Baku - Kabul,Ilyushin II-76TD,ER-IBW,0033448390,7,0,7,1,0,1,0,A forward emergency exit opened in flight causing one of the crew members to be sucked out. An emergency landing was made in Jeddah.,2004
2004-12-11,05:30,"Uberaba, Brazil",NHR Táxi-Aéreo,,Sao Paulo - Uberaba,Embraer EMB-110 Bandeirante,PT-WAK,110071,2,0,2,2,0,2,1,"The crew was performing a mail flight under Total Linhas Aéreas from Sao Paulo-Guarulhos airport to Uberaba. While on final approach at night, the cargo plane crashed into houses located short of runway and burned.",2004
2005-01-13,22:18,"Keene, New Hampshire",AirNow,,"Bangor, ME - Concord, NH",Embraer EMB-110 Bandeirante,N49BA,110301,1,0,1,1,0,1,0,"The cargo plane diverted to Keene due to poor weather. During the final approach at night, the plane hit the ground short of Runway 02 and was destroyed.",2005
2005-01-27,08:10,"Lasi, Hungary",Farnair Hungary,,Bucharest -Lasi,Let 410UVP-E4,HA-LAR,871923,2,0,2,2,0,2,0,The cargo plane was attempting to land in a snowstorm when it turned left and descended until it crashed a mile from the airport.,2005
2005-02-03,08:07,"Near Khartoum, Sudan",Air West,,Sharjah - Khartoum - Nyala,Ilyushin 76TD,ST-EWB,23438122,7,0,7,7,0,7,0,"After developing fuel system problems the cargo flight carrying humanitarian goods, was advised to land at Aad Babaker. The plane did not make it and crashed 15 km east of Khartoum.",2005
2005-02-22,13:22,"Bimin, Papua, New Guinea",Missionary Aviation Fellowship,,Tabubil - Bimin,de Havilland DHC-6 Twin Otter 300,P2-MFQ,174,13,10,3,2,0,2,0,While on approach to Runway 29 the aircraft crashed on a mountain.,2005
2005-03-08,09:23,"Chrallave, Venezuela",Air Global,,Maturin - Charallave,Cessna 500 Citation I,YV-21CP,500-0115,2,0,2,2,0,2,0,The cargo plane crashed into a wooded area short of the runway and was destroyed.,2005
2005-03-23,23:07,"Off Mwanza, Tanzania",Air Transport,,Mwanza - Khartoum - Zagreb,Ilyushin IL-76TD,ER-IBR,0043454623,8,0,8,8,0,8,0,"The cargo plane, after takeoff and climbing lost altitude and crashed into Lake Victoria.",2005
2005-03-31,20:00,"Near Rovie, Albania",Military - U.S. Air Force,,Training,Lockheed Hercules MC-130H,87-0127,5118,9,0,9,9,0,9,0,While on a training mission the aircraft crashed into a mountainous area and was destroyed.,2005
2005-04-21,,"Near Baghdad, Iraq",Military - Bulgarian,,,Mil Mi-8,,,11,NULL,NULL,11,0,NULL,0,Shot down.,2005
2005-05-02,22:14,"Near Stratford, New Zealand",Airwork NZ,23,Auckland - Blenheim,Swearingen SA.227AC Metro III,ZK-POA,AC-551B,2,0,2,2,0,2,0,"The plane entered a spiral descent and broke up. It found the captain noticed a fuel imbalance and opened the crossfeed. This resulted in the plane being flown at a large sideslip angle while still under autopilot control, by means of the rudder trim mechanism. Forty-seven seconds after the cross flow was opened, there was a  ""bank angle"" warning, followed by a warning chime that was presumably a warning they were straying from their correct altitude. The autopilot disengaging, probably due to a servo reaching its torque limit. This meant that there was no compensation applied for the rudder trim input, and the plane entered a roll and steep descent, disintegrating around FL 199. The investigation found poor visibility at night in low cloud was a factor in preventing the pilots realizing sooner.",2005
2005-08-02,16:04,"Toronto, Canada",Air France,358,"Paris, France - Toronto Canada",Airbus A-340,F-GLZQ,289,309,297,12,0,0,0,0,"The plane landed almost half-way down Runway 24, overran the runway, broke in two and caught fire. There was severe thunderstorms at the time of the landing with rain, lightning and hail. All 309 aboard escaped. There were 43 injuries. The pilot landed the plane too far down the rain-slick runway making it virtually impossible to stop the plane before it ran off the runway. In addition, the reverse thrust was not employed until 17 seconds after the wheels touched down.",2005
2005-12-08,19:15,"Chicago, Illinois",Southwest Airlines,1248,"Baltimore, Maryland - Chicago, Illinois - Las Vegas, Nevada",Boeing B-737-7H4,N471WN,32471/1535,103,98,5,0,0,0,1,"The jetliner slid off Runway 13C at Chicago's Midway Airport, went through an airport boundary fence and crashed into two vehicles at a nearby intersection, killing a young 6- year-old boy. Heavy snow was falling at the time of the accident. The plane had circled the airport for 30 to 35 minutes before attempting to land. The pilots' failure to use available reverse thrust in a timely manner to safely slow or stop the airplane after landing, which resulted in a runway overrun. This failure occurred because the pilots' first experience and lack of familiarity with the airplane's autobrake system distracted them from thrust reverser usage during the challenging landing. Contributing to the accident were Southwest Airline's 1) failure to provide its pilots with clear and consistent guidance and training regarding company policies and procedures related to arrival landing distance calculations; 2) programming and design of its onboard performance computer, which did not present inherent assumptions in the program critical to pilot decision making; 3) plan to implement new autobrake procedures without a familiarization period; and 4) failure to include a margin of safety in the arrival assessment to account for operational uncertainties. Also contributing to the accident was the pilots' failure to divert to another airport given reports that included poor braking action and a tailwind component greater than 5 knots. Contributing to the severity of the accident was the absence of an engineering materials arresting system, which was needed because of the limited runway safety area beyond the departure end of runway 31C.",2005
2006-01-02,11:11,Near Karkov,Evolga,,Moscow - Karkov,British Aerospace BAe-125-700A,P4-AOD,257153,3,0,3,3,0,3,0,"On a positionning flight from Sheremetyevo to Kharkov to pick up passengers, while on final approach, the aircraft crashed in a frozen lake 3 km from runway threshold.",2006
2006-01-07,,"Near Tal Afar, Iraq",Military - US Army,,,UH-60L Black Hawk,91-26346,,12,NULL,NULL,12,0,NULL,0,Crashed in bad weather.,2006
2006-01-08,13:00,"Bukalaza, Uganda",Service Air,,Entebbe - Kinshasa,Antonov 12,9Q-CIH,4341803,6,0,6,6,0,6,0,The cargo plane carrying humanitarian relief items crashed shortly after takeoff. The cause was determined to be engine failure and an overweight and improperly balanced plane.,2006
2006-02-08,12:12,"Near Paris, Tennessee",TriCoastal Air,,"Dayton, Ohio -",Swearingen SA.226TC Metro II,N629EK,TC-396,1,0,1,1,0,1,0,"The pilot of the cargo flight reported he had an asymmetric fuel condition. The pilot  asked for a lower altitude and controllers cleared the flight to 4,000 feet. About a minute later the pilot transmitted six ""Maydays."" The airplane then descended in  a near vertical dive until it crashed into a pasture. The pilot's inflight loss of control following a reported fuel asymmetry condition for undetermined reasons.",2006
2006-04-23,04:55,"Kousséri, Cameroon",Military - Lybian Arab Air Force,,Sebha - N'Djamena,Antonov 74TK-200,UR-74038,36547097933,6,0,6,6,0,6,0,"Upon arrival of the cargo flight, the crew indicated a technical problem to ATC and few minutes later the plane crashed in an open field located near N'Djamena,",2006
2006-04-24,11:45,"Lashkar Gah, Afghanistan",U.S. Government (leased),,Kabul - Kandahar - Lashkar Gah,Antonov AN-32B,ZS-PDV,3003,16,12,4,2,0,2,3,A cargo plane carrying U.S. anti-narcotics officials crashed while attempting to land at Bost Airport in Lashkar Gah. The plane overran the runway and crashed into a residential area after trying to avoid a truck that pulled onto the runway. The pilot pulled up to avoid hitting the truck but was unable to gain sufficient speed to remain airborne.,2006
2006-05-14,12:32,"La Ronge, Saskatchewan",Saskatchewan Government Northern Air Operations,,Training,Convair CV-580,C-GSKJ,202,3,0,3,1,0,1,0,"On a climbout after a touch-and-go landing, the aircraft veered to the left, lost altitude and crashed in a wooded area 1 nm northwest of the airport.",2006
2006-06-11,18:30,"Abéché, Chad",Military - Chadian Air Force,,N'djamena - Abéché,Lockheed C-130 Hercules,TT-PAF,5141,7,0,7,5,0,5,0,"The military plane crashed into trees past the end of the runway as it tried to land at night at an unlit airport. Chadian rebels however, claim to have shot it down with a surface-to-air missile. The pilot and copilot survived.",2006
2006-08-04,09:30,"Near Pownal, Vermont",AirNow,59,"Binghamton, NY - Benningham, VT",Embraer 110 Bandeirante,N59BA,110-396,1,0,1,1,0,1,0,"The cargo plane was flying to Benningham for weekly maintenance but was diverted to Albany because of poor visibility. After an aborted first try the plane circled for another attempt but struck a mountainside. The pilot's misinterpretation of the airplane's position relative to the final approach fix, which resulted in the displacement of the descent profile by 6 nautical miles and the subsequent controlled flight into rising terrain. Contributing to the accident were the low clouds.",2006
2006-08-13,20:15,"Near Piacenza, Italy",Air Algerie,2208,Algiers - Frankfurt,Lockheed L-100-30 Hercules,7T-VHG,4880,3,0,3,3,0,3,0,The cargo plane crashed after reporting engine problems while en route .,2006
2006-12-10,02:00,"Cajon Pass, California",Air ambulance - Mercy Air Services,,Loma Linda - Victorville,Bell 412,N410MA,33125,3,0,3,3,0,3,0,"The air ambulance crashed on a repositioning flight from Loma Linda Medical Center to its home base in Victorville. The pilot and two crew members were killed. No patients were aboard. The pilot's inadvertent encounter with instrument meteorological conditions and subsequent failure to maintain terrain clearance. Contributing to the accident were the dark night conditions, fog, and mountainous terrain.",2006
2007-01-25,11:15,"Pau, France",Regional Compagnie Aerienne Europeenne,7775,Pau - Paris,Fokker 100,F-GMPG ,11362,54,50,4,0,0,0,1,"The crew abandoned their takeoff after the loss of an engine due to bird ingestion. The jet overshot the runway and collided with a truck, killing the driver. The landing gear sheared off and the plane came to rest in a field.",2007
2007-07-05,09:30,"Culiacan, Mexico",Jett Paqueteria SA,,,North American CT-39A Sabreline,XA-TFL,265-48,3,0,3,3,0,3,6,"The small cargo jet blew a tire and failed to take off, barreling onto the Culiacán-Navolato highway and crashing into cars, coming to a stop after hitting a building.",2007
2007-07-29,04:17,"Moscow, Russia",Atran,9655,Sightseeing,Antonov AN-12BP,RA-93912,4341709,9,0,9,9,0,9,0,"The cargo plane, carrying 9 tons of cargo, crashed 4 km from the runway as it was attempting to take off from Domodedovo airport. The aircraft slammed into a field shattering debris over a wide area.",2007
2007-08-20,10:33,"Okinawa, Japan",China Airlines,120,Taipei - Naha,Boeing 737-809,B-18616,30175/1182,165,157,8,0,0,0,0,"After a normal landing, the slats were retracted,and the mechanism came to rest as usual against the fuel tank.  On the right wing, a stop bolt that had come loose was pushed into the tank, breaching it.  The leaking fuel blew away during taxi, but once the plane stopped at the terminal, it spilled straight down and ignited from the engine's hot tailpipe. Everyone was able to evacuate but the plane was destroyed.  Boeing, aware of this failure mode due to past incidents, had ordered the nut at the end of the stop bolt to be glued on but to do this, the maintenance technician had to work awkwardly by feel and had inadvertently lost the associated washer that actually retained the bolt in place.",2007
2007-08-22,00:36,"Near Curitiba, Brazil",Two Taxi Aero,,Curitiba - Jundiai,Embraer EMB-110P1 Bandeirant,PT-SDB,110323,2,0,2,2,0,2,0,Crashed shortly after taking off from Curitiba,2007
2007-09-24,13:00,"Malemba Nkulu, DR Congo",Karibu Airways,,Lubumbashi - Malemba Nkulu,Let 410,9Q-CVL, 81 06 17,6,5,1,1,0,1,0,Crashed while attempting to land and came to rest in a cemetery.,2007
2007-11-08,08:00,"Khartoum, Sudan",Juba Air Cargo,,Khartoum - Juba,Antonov 12,ST-JUA,3341110,4,0,4,0,0,0,2,"While taking off, an engine on the cargo plane failed after the plane hit a hawk. The aircraft tried to return to the airport but crashed. The plane was transporting goods and foodstuffs for traders and international organizations in Juba. Two Sudanese soldiers were killed on the ground.",2007
2008-01-17,12:43,"London, England",British Airways,38,"Bejing, China - London, England",Boeing 777-236ER,G-YMMM,30314/342,152,136,16,0,0,0,0,"The aircraft was on approach for landing on Runway 27L at Heathrow Airport when at a height of approximately 600 ft and 2 miles from touch down the aircraft descended rapidly and struck the ground, 1,000 ft. short of the paved runway surface, just inside the airfield boundary fence. An investigation showned that the fuel flow to both engines was restricted; most probably due to ice within the fuel feed system. The ice is likely to have formed from water that occurred naturally in the fuel, and should have been melted by the fuel-oil heat exchanger (FOHE).  However, the FOHE did not heat its own inlet  face, and investigation showed that, although the flight was   within the certified operational envelope at all times, a long   period of low fuel flow in an unusually cold environment, followed  by a throttle increase, could cause an ice jam at that point. Corrections in design were made so this would not occur again.",2008
2008-01-26,09:35,"Near Malinau, Indonesia",Dirgantara Air Service,,Tarakan - Long Apung,CASA NC-212-200,PK-VSE ,92N/412,3,0,3,3,0,3,0,The cargo plane crashed while en route.,2008
2008-04-09,23:27,"Bundeena, Australia",Avtex Air Services,,Sydney - Brisbane,Swearingen SA227AC Metroliner III,VH-OZA,AC-600,1,0,1,1,0,1,0,The pilot of the mail plane reported some minor problems before the aircraft disapppeared off radar.,2008
2008-04-11,22:15,"Chrisinau, Moldova",Kata Transportation,,"Chrisinau, Moldova - Antalya, Turkey - Sudan",Antonov An-32,ST-AZL,3009,8,0,8,8,0,8,0,"Just minutes after the take off the plane tried to return to the airport because of engine problems, but crashed about 100 metres away from the runway. Pilots tried to land the transport, which was carrying a cargo of 2.3 tons of fuel, but a wing struck a fence and electrical wires and the plane crashed and burst into flames. All eight crew members aboard were killed",2008
2008-04-15,14:30,"Goma, Congo",Hewa Bora Airways,,Goma - Kisangani - Kinshasa,McDonnell Douglas DC-9-51,9Q-CHN,47731,85,79,6,0,0,0,47,"While attempting to takeoff, the plane failed to reach takeoff speed, overran the runway, proceeded through a perimeter fence and cashed into a crowded market.",2008
2008-05-26,18:15,"Near Chelyabinsk, Russia",Moskovia Airlines,GAI-9675,Chelyabinsk - Perm,Antonov An-12,RA-12957,8345508,9,0,9,9,0,9,0,"The crew of the cargo plane reported a fire shortly after taking off from Chelyabinsk. The plane crashed in a field while attempting to make an emergency landing, after striking a power transmission line.",2008
2008-06-18,10:03,"Hyannis, Massachusetts",Wiggins Airways,,Hyannis - Nantucket,de Havilland Canada DHC-6 Twin Otter 100,N656WA,47,1,0,1,1,0,1,0,"The cargo plane took off, reached about 200 feet, rolled over to the right and impacted the ground, nose first. The pilot's failure to remove the flight control lock prior to takeoff. Contributing to the accident was the FAA's failure to issue an airworthiness directive making the manufacturer's previously issued flight control lock service bulletins mandatory.",2008
2008-06-30,07:00,"Near Khartoum, Sudan",Ababeel Aviaition,,Khartoum - Juba,Ilysushin Il-76TD,ST-WTB,1003499994,4,0,4,4,0,4,0,"While taking off, the cargo plane hit an electricity pole, crashed into a field and burst into flames. All four crew members were killed.",2008
2008-07-06,02:15,"Saltillo, Mexico",USA Jet Airlines,199,"Hamilton, Ont, Can.- Shreveport, LA - Saltillo, Mexico",Douglas DC9-15F,N199US,47153/185,2,0,2,1,0,1,0,"While attempting to land, the cargo plane, loaded with auto parts, and experiencing engine trouble, crashed splitting into four pieces and scattering debris across an area of about 600 meters in diameter. The pilot was killed and the copilot seriously injured.",2008
2008-07-07,03:50,"Near Bogota, Colombia",Centurian Air Cargo,,"Bogota, Colombia - Miami, FL",Boeing B-747-209BSF,N714CK,22446/519,8,0,8,0,0,0,3,"The cargo plane carrying a load of flowers had taken off from Bogota when the crew radioed that they had an engine fire. They attempted to return to the airport, but crashed in a field and destroyed a farm house killing three people inside. Double engine failure.",2008
2008-08-13,07:30,"K-50 Airport, Somalia",Fly 540,,Kenya - Somalia,Fokker F-27 Friendship 500,5Y-BVF,10627,3,0,3,3,0,3,0,While on approach in poor weather the cargo plane struck a telephone line and crashed. Extremely poor weather conditions.,2008
2008-08-30,21:50,"Near Toacaso, Ecuador",Conviasa,,Caracas - Latacunga,Boeing B-737-291,YV-102T,21545/525,3,0,3,3,0,3,0,The plane was on a positioning flight when it flew into the side of Iliniza Volcano.,2008
2008-09-01,12:10,"Columbus, Ohio",Air Tahoma,,Colombus - Mansfield,Convair CV-580,N587X,361,3,0,3,3,0,3,0,"Soon after taking off the pilot radioed he was returning to the airport but the aircraft crashed into a corn field, broke up and burned. The improper (reverse) rigging of the elevator trim cables by company maintenance personnel, and their subsequent failure to discover the misrigging during required post-maintenance checks. Contributing to the accident was the captain’s inadequate post-maintenance preflight check.",2008
2008-11-13,11:35,"Fallujah, Iraq",Falcon Aviation Group,,al-Asad air base - Baghdad,Antonov An-12,S9-SAO,346908,7,0,7,7,0,7,0,"The cargo plane, chartered by FedEx, crashed west of Baghdad, shortly after taking off from al Asad air base and after the crew reported a malfunction with the plane.",2008
2008-11-27,17:00,"Off Perpignan, France",XL Airways leased from Air New Zealand,,Training,Airbus A320-232,D-AXLA,2500,7,0,7,7,0,7,0,"The Airbus A320 was leased by XL Airways of Germany since May 2006. The plane was scheduled to be returned to its owner, Air New Zealand. The plane was ferried to Perpignan, France where it underwent maintenance at EAS Industries. During a second test flight, on approach to Perpignan, at 3,500 feet, radio contact was lost. A controller reported seeing the plane descending quickly in a left bank. The aircraft soon after crashed into the sea and broke up. While attempting to test slowing the airplane to an unsafe speed, the plane's computer failed to automatically recover to safe flight, The plane stalled and crashed. The reason the computer failed was that both angle-of-attack sensors were frozen.The reason water froze in the sensors was the plane had been washed using a firehose without protecting the sensors.",2008
